,product_name,price,varietal,rating,rating_count,appellation,region,year
19901,Ceretto Bricco Rocche Barolo,203,Nebbiolo,0.0,0.0,['Columbia Valley'], Washington,1999
19903,Poggio Antico Brunello di Montalcino Riserva,144,Sangiovese,0.0,0.0,[' Bordeaux'], France,2007
19904,Charles Smith Wines The Skull Syrah,189,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2007
19905,Catena Zapata Nicolas,125,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2006
19906,Chateau Monbousquet ,144,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2005
19907,Canalicchio di Sopra Brunello di Montalcino,89,Sangiovese,4.4,10.0,['Priorat'], Spain,2012
19908,Sloan Asterisk Proprietary Red Blend,189,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2013
19910,Mas Doix Costers de Vinyes Velles Priorat,119,Other Red Wine,0.0,0.0,[' Bordeaux'], France,2006
19911,Le Vieux Donjon Chateauneuf-du-Pape ,99,Rhone Red Blends,0.0,0.0,[' Piedmont'], Italy,2015
19912,Grgich Hills Estate Yountville Old Vine Cabernet Sauvignon,179,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2013
19913,Chateau Latour A Pomerol,159,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,1998
19914,Ceretto Brunate Barolo,200,Nebbiolo,4.4,7.0,['Napa Valley'], California,2015
19915,Domaine Jean Grivot Vosne-Romanee Les Beaux Monts Premier Cru,300,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2016
19916,Conti Costanti Brunello di Montalcino Riserva,109,Sangiovese,0.0,0.0,[' Sonoma County'], California,2007
19917,Dunn Howell Mountain Cabernet Sauvignon ,179,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2006
19918,Tenuta San Guido Sassicaia ,397,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2000
19919,Blue Rock Best Barrels Cabernet Sauvignon,96,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2009
19920,Delas Saint-Joseph Francois de Tournon,45,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2017
19921,Paolo Scavino Barolo Cannubi,99,Nebbiolo,0.0,0.0,['Burgenland'], Austria,2014
19922,Chateau de Saint Cosme Chateauneuf-du-Pape,64,Rhone Red Blends,4.2,5.0,['Ribera del Duero'], Spain,2016
19923,Felsina Chianti Classico Riserva Rancia ,99,Sangiovese,0.0,0.0,[' Burgundy'], France,2013
19925,Pesquera Janus,153,Tempranillo,0.0,0.0,['Napa Valley'], California,1995
19926,Lucien Le Moine Latricieres-Chambertin Grand Cru,405,Pinot Noir,0.0,0.0,['Napa Valley'], California,2016
19927,Chateau Faugeres,50,Bordeaux Red Blends,0.0,0.0,['Burgundy'], France,2010
19928,La Jota W.S. Keyes Merlot,150,Merlot,0.0,0.0,[' Bordeaux'], France,2012
19929,Caymus Special Selection Cabernet Sauvignon ,799,Cabernet Sauvignon,0.0,0.0,['Champagne'], France,2013
19930,Domaine Leflaive Chevalier-Montrachet Grand Cru,291,Chardonnay,0.0,0.0,[' Napa Valley'], California,1992
19931,Chateau Potensac ,26,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2018
19932,Nicolas Feuillatte Palmes d'Or Grand Cuvee,151,Vintage Sparkling Wine,0.0,0.0,[' Napa Valley'], California,1990
19933,Swanson Oakville Merlot ,18,Merlot,0.0,0.0,['Rioja'], Spain,2004
19934,Valdicava Madonna del Piano Brunello di Montalcino Riserva ,229,Sangiovese,0.0,0.0,[' Bordeaux'], France,2004
19935,J. Davies Jamie Cabernet Sauvignon,209,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2014
19936,Bodegas Muga Aro,189,Tempranillo,0.0,0.0,[' Rhone'], France,2004
19937,Chateau Monbousquet ,51,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2018
19938,Chateau Doisy Vedrines Sauternes ,21,Other Dessert,0.0,0.0,['Napa Valley'], California,2017
19940,Chateau Gracia,189,Bordeaux Red Blends,0.0,0.0,[' Tuscany'], Italy,2009
19941,Kongsgaard Syrah,179,Syrah/Shiraz,0.0,0.0,['Napa Valley'], California,2012
19942,Mullineux Family Wines Syrah,34,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2014
19943,Camigliano Brunello di Montalcino,57,Sangiovese,3.8,35.0,[' Rhone'], France,2015
19944,Merus Cabernet Sauvignon,129,Cabernet Sauvignon,0.0,0.0,['Tuscany'], Italy,2003
19945,Castello di Ama Chianti Classico San Lorenzo Gran Selezione,52,Sangiovese,4.2,10.0,[' South Australia'], Australia,2011
19946,Georges Vernay Condrieu Les Chaillees de L'Enfer,145,Viognier,0.0,0.0,['Napa Valley'], California,2016
19948,Glaetzer Amon Ra Shiraz,85,Syrah/Shiraz,0.0,0.0,['Hawkes Bay'], New Zealand,2007
19949,Cliff Lede Poetry Cabernet Sauvignon,159,Cabernet Sauvignon,0.0,0.0,['Trentino-Alto Adige'], Italy,2002
19950,Bodegas El Nido Clio,52,Other Red Blends,0.0,0.0,[' Rhone'], France,2006
19951,Craggy Range Winery Le Sol Syrah,71,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2006
19952,Tenuta San Leonardo San Leonardo,79,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,2015
19953,Domaine de la Mordoree Chateauneuf-du-Pape La Reine des Bois,175,Rhone Red Blends,0.0,0.0,[' Napa Valley'], California,2001
19954,Chateau Lafite Rothschild ,8699,Bordeaux Red Blends,0.0,0.0,['Burgundy'], France,1988
19955,Dashe Todd Brothers Ranch Zinfandel,29,Zinfandel,0.0,0.0,[' Bordeaux'], France,2006
19956,Arkenstone Obsidian,179,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,2012
19957,Jacques Prieur Le Montrachet Grand Cru,135,Chardonnay,0.0,0.0,[' Burgundy'], France,1998
19958,Chateau d'Yquem Sauternes,631,Other Dessert,0.0,0.0,['Champagne'], France,1967
19959,Schild Estate Shiraz,64,Syrah/Shiraz,0.0,0.0,[' Bordeaux'], France,2004
19960,Lucien Le Moine Charmes-Chambertin Grand Cru,335,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2013
19961,Perrier-Jouet Rose Belle Epoque with Gift Box,526,Rosé Sparkling Wine,4.7,6.0,[' Napa Valley'], California,2006
19962,Chateau d'Yquem Sauternes ,719,Other Dessert,0.0,0.0,[' Burgundy'], France,1989
19963,Diamond Creek Red Rock Terrace Cabernet Sauvignon,224,Cabernet Sauvignon,4.5,7.0,['Burgundy'], France,2015
19964,Harlan Estate ,1279,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,1996
19965,Gerard Mugneret Nuits-St-Georges Les Boudots Premier Cru,138,Pinot Noir,0.0,0.0,[' South Australia'], Australia,2015
19966,Louis Jadot Puligny-Montrachet Les Combettes,138,Chardonnay,0.0,0.0,[' Rhone'], France,2013
19967,Chateau Certan de May,150,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,1995
19968,Torbreck The Factor Shiraz,99,Syrah/Shiraz,0.0,0.0,['Burgundy'], France,2006
19969,M. Chapoutier Ermitage de l'Oree Blanc,169,Marsanne,0.0,0.0,['Burgundy'], France,2004
19970,Bevan Cellars Ontogeny,119,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2008
19971,William Fevre Chablis Les Clos Grand Cru,95,Chardonnay,0.0,0.0,['Tuscany'], Italy,2006
19972,Jerome Chezeaux Vosne-Romanee Premier Crus Les Suchots,99,Pinot Noir,0.0,0.0,['Napa Valley'], California,2009
19973,Chappellet Signature Cabernet Sauvignon ,139,Cabernet Sauvignon,0.0,0.0,['Napa Valley'], California,2014
19974,Isole e Olena Cepparello,90,Sangiovese,0.0,0.0,[' Bordeaux'], France,2011
19975,Kongsgaard Chardonnay,149,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2013
19978,Elvio Cogno Cascina Nuova Barolo,58,Nebbiolo,4.3,5.0,[' Tuscany'], Italy,2011
19979,Quinta do Crasto Douro Red Reserva Old Vines,49,Other Red Blends,4.1,16.0,[' Napa Valley'], California,2012
19980,Catena Zapata Nicasia Vineyard Malbec,120,Malbec,0.0,0.0,[' Napa Valley'], California,2007
19981,Fanti Vallocchio Brunello di Montalcino,70,Sangiovese,0.0,0.0,[' Sonoma County'], California,2010
19982,Opus One ,129,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2011
19983,Hall Diamond Mountain District Cabernet Sauvignon,129,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2007
19984,DuMOL Heintz Vineyard Isobel Chardonnay,71,Chardonnay,0.0,0.0,[' Loire'], France,2017
19985,Continuum ,299,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2007
19986,Chateau de Beaucastel Chateauneuf-du-Pape ,200,Rhone Red Blends,0.0,0.0,[' Bordeaux'], France,2012
19987,Domaine Vincent Careme Vouvray Le Clos,38,Chenin Blanc,0.0,0.0,['Napa Valley'], California,2015
19988,Chateau Smith Haut Lafitte Blanc,74,Bordeaux White Blends,0.0,0.0,[' Burgundy'], France,2007
19989,Chateau Leoville Las Cases,304,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,1990
19990,Stags' Leap Winery Cabernet Sauvignon,60,Cabernet Sauvignon,4.4,172.0,['Mosel'], Germany,2015
19991,Lecheneaut Clos de la Roche Grand Cru,449,Pinot Noir,0.0,0.0,['Burgundy'], France,2016
19992,Chateau de Saint Cosme Gigondas Hominis Fides,69,Rhone Red Blends,0.0,0.0,['Alsace'], France,2007
19993,Egon Muller Scharzhofberger Riesling Spatlese,209,Riesling,0.0,0.0,[' Burgundy'], France,2018
19994,Joseph Drouhin Beaune Clos des Mouches Premier Cru Blanc,99,Chardonnay,0.0,0.0,[' Sonoma County'], California,2008
19995,Trimbach Clos Ste. Hune,114,Riesling,0.0,0.0,[' Mendoza'], Argentina,1998
19996,William Fevre Chablis Bougros Cote Bouguerots Grand Cru,109,Chardonnay,0.0,0.0,[' Tuscany'], Italy,2009
19997,Marcassin Three Sisters Vineyard Pinot Noir,255,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2002
19998,Altos las Hormigas Reserva Malbec,33,Malbec,3.8,20.0,[' Bordeaux'], France,2015
19999,Poggio Antico Brunello di Montalcino Altero ,121,Sangiovese,0.0,0.0,[' Piedmont'], Italy,1997
20000,Chateau Pavie ,379,Bordeaux Red Blends,0.0,0.0,[' Central Coast'], California,2018
20001,Chateau Haut-Brion,404,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,1966
20002,Paolo Scavino Barolo Carobric,99,Nebbiolo,0.0,0.0,['Piedmont'], Italy,2000
20003,Alban Lorraine Estate Syrah,179,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2010
20004,Chateau Peby Faugeres,189,Bordeaux Red Blends,0.0,0.0,['Willamette Valley'], Oregon,2010
20005,Gaja Gaia and Rey Chardonnay,249,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2018
20006,Domaine Jean Grivot Nuits-St-Georges Ronciere Premier Cru,210,Pinot Noir,0.0,0.0,[' Burgundy'], France,2015
20007,Archery Summit Arcus Pinot Noir,89,Pinot Noir,0.0,0.0,[' Mendocino'], California,1999
20008,Ceretto Bricco Rocche Barolo,189,Nebbiolo,0.0,0.0,['Piedmont'], Italy,2001
20009,Chateau de Meursault Meursault Perrieres Premier Cru,168,Chardonnay,0.0,0.0,[' South of France'], France,2017
20010,Roederer Estate L'Ermitage,49,Vintage Sparkling Wine,4.2,43.0,[' Rhone'], France,2011
20011,Gaja Costa Russi,338,Nebbiolo,0.0,0.0,['Sonoma County'], California,1998
20012,Chateau d'Esclans Garrus Rose,95,Rosé,0.0,0.0,[' Burgundy'], France,2009
20013,Domaine des Bosquets Gigondas Le Lieu Dit,49,Rhone Red Blends,0.0,0.0,[' Tuscany'], Italy,2016
20015,Olivier Bernstein Bonnes-Mares Grand Cru,435,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2011
20016,Gaja Rennina Brunello di Montalcino,194,Sangiovese,0.0,0.0,[' Rhone'], France,2015
20017,Tensley Syrah BMT ,129,Syrah/Shiraz,0.0,0.0,['Central Coast'], California,2011
20018,Chateau La Mondotte,279,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2015
20019,Michel Gassier Costieres de Nimes Nostre Pais Red,22,Rhone Red Blends,4.3,20.0,[' Rhone'], France,2016
20020,Ojai Roll Ranch Syrah,46,Syrah/Shiraz,0.0,0.0,['Piedmont'], Italy,2004
20021,Chateau Poujeaux,39,Bordeaux Red Blends,0.0,0.0,[' South Australia'], Australia,2009
20022,Chateau de Beaucastel Chateauneuf-du-Pape ,258,Rhone Red Blends,0.0,0.0,[' Bordeaux'], France,1989
20023,Gaja Sori Tildin,305,Nebbiolo,0.0,0.0,[' Tuscany'], Italy,1997
20024,Clarendon Hills Astralis Syrah,199,Syrah/Shiraz,0.0,0.0,[' South Australia'], Australia,1994
20025,Chateau d'Yquem Sauternes,449,Other Dessert,0.0,0.0,['Hawkes Bay'], New Zealand,1989
20026,Poggio di Sotto Brunello di Montalcino,400,Sangiovese,0.0,0.0,[' Rhone'], France,2015
20027,Torbreck The Factor Shiraz,129,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2009
20028,Trinity Hill Homage Syrah,130,Syrah/Shiraz,0.0,0.0,[' Tuscany'], Italy,2014
20029,Jean-Luc Colombo Cornas Les Ruchets,109,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2006
20030,Louis Roederer Cristal Brut ,335,Vintage Sparkling Wine,0.0,0.0,[' Rhone'], France,1996
20031,Poggio San Polo Brunello di Montalcino ,135,Sangiovese,0.0,0.0,[' Willamette Valley'], Oregon,2010
20033,M. Chapoutier Chateauneuf-du-Pape Barbe Rac,179,Rhone Red Blends,0.0,0.0,[' Piedmont'], Italy,1998
20034,St. Innocent Shea Vineyard Pinot Noir,53,Pinot Noir,4.7,12.0,[' Burgundy'], France,2014
20035,Montirius Terre des Aines Gigondas,33,Rhone Red Blends,4.3,5.0,[' Bordeaux'], France,2017
20037,Domaine Comte Georges de Vogue Bonnes-Mares Grand Cru,699,Pinot Noir,0.0,0.0,['Champagne'], France,2017
20038,Chateau Pedesclaux,39,Bordeaux Red Blends,0.0,0.0,[' South of France'], France,2014
20040,Bollinger La Grande Annee Brut,158,Vintage Sparkling Wine,4.4,5.0,[' Piedmont'], Italy,2007
20041,Bila-Haut by Michel Chapoutier Occultum Lapidem,30,Rhone Red Blends,3.8,30.0,[' Western Australia'], Australia,2015
20043,E. Pira e Figli Barolo Cannubi,109,Nebbiolo,0.0,0.0,['Piedmont'], Italy,2008
20044,Vasse Felix Tom Cullity Cabernet Sauvignon,165,Cabernet Sauvignon,0.0,0.0,[' Sonoma County'], California,2015
20045,Gilt Ridge Monte Bello,145,Bordeaux Red Blends,0.0,0.0,['Sonoma County'], California,2006
20046,Gaja Sori San Lorenzo ,1399,Nebbiolo,0.0,0.0,[' Burgundy'], France,2017
20047,Occidental Bodega Headlands Cuvee Elizabeth Pinot Noir,169,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2011
20049,Domaine Drouhin-Laroze Bonnes Mares Grand Cru,250,Pinot Noir,0.0,0.0,[' Loire'], France,2013
20050,La Serena Brunello di Montalcino ,99,Sangiovese,0.0,0.0,[' Central Coast'], California,2010
20051,Feudi di San Gregorio Taurasi Riserva Piano di Montevergine,62,Other Red Blends,0.0,0.0,['Aconcagua Valley'], Chile,2001
20052,Domaine Huet Vouvray Le Mont Sec,38,Chenin Blanc,0.0,0.0,['Burgundy'], France,2015
20053,Paul Lato Suerte Solomon Hills Vineyard Pinot Noir ,99,Pinot Noir,0.0,0.0,[' Rhone'], France,2005
20054,Errazuriz Don Maximiano Founder's Reserva,95,Cabernet Sauvignon,0.0,0.0,['Champagne'], France,2013
20055,Louis Jadot Puligny-Montrachet Les Folatieres,99,Chardonnay,0.0,0.0,[' Rhone'], France,2013
20056,Guigal Ermitage Ex Voto Blanc,229,Rhone White Blends,0.0,0.0,[' Burgundy'], France,2005
20058,M. Chapoutier Hermitage Monier de la Sizeranne,125,Syrah/Shiraz,0.0,0.0,['Veneto'], Italy,2009
20060,Bodegas Muga Torre Muga,119,Tempranillo,0.0,0.0,[' Piedmont'], Italy,2001
20061,Masi Amarone Classico Serego Alighieri Vaio Armaron,80,Other Red Blends,4.9,6.0,[' Napa Valley'], California,2008
20062,CARO,42,Bordeaux Red Blends,4.0,5.0,[' Piedmont'], Italy,2003
20063,Massolino Vigna Margheria Barolo ,179,Nebbiolo,0.0,0.0,['Napa Valley'], California,2012
20064,Hall Diamond Mountain District Cabernet Sauvignon,129,Cabernet Sauvignon,0.0,0.0,[' Piedmont'], Italy,2008
20065,Gaja Sori Tildin ,1399,Nebbiolo,0.0,0.0,[' Bordeaux'], France,2017
20066,Hourglass Blueline Cabernet Sauvignon,134,Cabernet Sauvignon,0.0,0.0,[' Burgundy'], France,2013
20067,Sandrone Barolo Le Vigne,159,Nebbiolo,0.0,0.0,['Napa Valley'], California,1999
20068,Chateau Margaux ,204,Bordeaux Red Blends,0.0,0.0,[' Central Coast'], California,1996
20069,Domaine Dujac Morey Saint-Denis Premier Cru,179,Pinot Noir,0.0,0.0,[' South Australia'], Australia,2016
20070,Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon,149,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2014
20071,Alban Patrina Alban Estate Syrah,58,Syrah/Shiraz,4.3,6.0,[' Bordeaux'], France,2014
20072,Burge Family Draycott Shiraz,64,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2001
20073,Guigal Cote Rotie Brune et Blonde,78,Syrah/Shiraz,0.0,0.0,['Champagne'], France,2012
20074,Chateau Mouton Rothschild ,2972,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,1986
20075,Krug Clos du Mesnil Blanc de Blancs,318,Vintage Sparkling Wine,0.0,0.0,['Champagne'], France,1986
20076,Louis Roederer Cristal Brut with Gift Box,249,Vintage Sparkling Wine,4.3,68.0,['Napa Valley'], California,2009
20077,Chateau Ducru-Beaucaillou ,439,Bordeaux Red Blends,0.0,0.0,[' Bordeaux'], France,2016
20078,Charles Heidsieck Vintage Brut,219,Vintage Sparkling Wine,0.0,0.0,[' Tuscany'], Italy,1995
20079,Stags' Leap Winery Napa Valley Cabernet Sauvignon,60,Cabernet Sauvignon,4.3,750.0,[' Bordeaux'], France,2016
20080,Chateau Calon-Segur ,69,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2009
20081,Salvioni Brunello di Montalcino,193,Sangiovese,0.0,0.0,[' Piedmont'], Italy,2012
20082,Chateau Latour ,285,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,1986
20083,Domaine de la Janasse Chateauneuf-du-Pape Vieilles Vignes ,199,Rhone Red Blends,0.0,0.0,['Stellenbosch'], South Africa,2017
20084,Luigi Einaudi Barolo Cannubi,99,Nebbiolo,0.0,0.0,[' Bordeaux'], France,2010
20085,Renato Corino Barolo Arborina,72,Nebbiolo,0.0,0.0,['Priorat'], Spain,2004
20086,De Morgenzon Reserve Chenin Blanc,33,Chenin Blanc,0.0,0.0,[' Bordeaux'], France,2015
20087,Chateau d'Yquem Sauternes,499,Other Dessert,0.0,0.0,[' Central Coast'], California,2016
20088,Celler del Pont Lo Givot,64,Other Red Blends,0.0,0.0,[' Rhone'], France,2001
20089,Chateau Lafite Rothschild ,9999,Bordeaux Red Blends,0.0,0.0,[' Rhone'], France,2003
20091,Jean-Louis Chave Hermitage ,1199,Syrah/Shiraz,0.0,0.0,['Sicily'], Italy,2009
20092,M. Chapoutier Cote-Rotie La Mordoree,200,Syrah/Shiraz,0.0,0.0,[' Piedmont'], Italy,2006
20093,Montes Alpha M,95,Bordeaux Red Blends,0.0,0.0,['Priorat'], Spain,2005
20094,Tasca d'Almerita Regaleali Vigna San Francesco Cabernet Sauvignon,57,Cabernet Sauvignon,0.0,0.0,['Rioja'], Spain,2016
20095,Vietti Barolo Lazzarito,160,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2012
20096,Alvaro Palacios L'Ermita,314,Grenache,0.0,0.0,['Napa Valley'], California,2000
20097,Bodegas Muga Seleccion Especial Reserva,39,Tempranillo,4.2,20.0,[' Rhone'], France,2012
20098,Brovia Ca'Mia Barolo,95,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,2011
20099,Mark Herold Herold White Label Cabernet Sauvignon,244,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2012
20100,M. Chapoutier Ermitage l'Ermite,208,Syrah/Shiraz,0.0,0.0,[' Burgundy'], France,2002
20101,Aldo Conterno Barolo Granbussia Riserva,309,Nebbiolo,0.0,0.0,[' Piedmont'], Italy,1997
20102,Chateau d'Yquem Sauternes ,2233,Other Dessert,0.0,0.0,[' Burgundy'], France,1997
20104,Adriano Marco e Vittorio Sanadaive Barbaresco,30,Nebbiolo,4.2,16.0,[' Bordeaux'], France,2016
20105,Domaine Denis Bachelet Gevrey-Chambertin Les Corbeaux Premier Cru Vieilles Vignes,219,Pinot Noir,0.0,0.0,['Jerez'], Spain,2017
20107,Chateau Leoville Barton ,159,Bordeaux Red Blends,0.0,0.0,['Burgundy'], France,2019
20109,Domus Aurea Cabernet Sauvignon,55,Cabernet Sauvignon,0.0,0.0,['Carneros'], California,2005
20110,Antonin Rodet Richebourg,175,Pinot Noir,0.0,0.0,[' Burgundy'], France,1996
20111,Turley Pesenti Petite Syrah,64,Petite Sirah,0.0,0.0,[' Bordeaux'], France,2011
20112,Shafer Red Shoulder Ranch Chardonnay,52,Chardonnay,4.0,41.0,['Salta'], Argentina,2014
20113,Denis Mortet Gevrey-Chambertin Les Champeaux Premier Cru,209,Pinot Noir,0.0,0.0,[' Sonoma County'], California,2016
20114,Chateau La Mission Haut-Brion,196,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,1995
20115,Bodega Colome Altura Maxima Malbec,119,Malbec,0.0,0.0,['Carneros'], California,2012
20116,Kerr Cellars Sonoma Coast Pinot Noir,69,Pinot Noir,0.0,0.0,[' Burgundy'], France,2016
20119,Domaine de la Vougeraie Charmes-Chambertin Les Mazoyeres Grand Cru,249,Pinot Noir,0.0,0.0,[' Tuscany'], Italy,2015
20120,DeLille Four Flags Cabernet Sauvignon,69,Cabernet Sauvignon,0.0,0.0,['Sicily'], Italy,2012
20121,Toro Albala Don PX Reserva Especial,249,Other Dessert,0.0,0.0,[' Mendoza'], Argentina,1965
20122,Banfi Poggio all Oro Brunello di Montalcino Riserva,179,Sangiovese,0.0,0.0,[' Burgundy'], France,1997
20123,Donnafugata Ben Rye ,39,Other Dessert,0.0,0.0,[' Burgundy'], France,2008
20124,Abremundos  Uco Valley Octava Superior,44,Other Red Blends,0.0,0.0,[' South Australia'], Australia,2013
20125,Domaine Robert Chevillon Nuits-St-Georges Les Pruliers Premier Cru,134,Pinot Noir,0.0,0.0,[' Bordeaux'], France,2017
20126,Domaine Drouhin-Laroze Chapelle-Chambertin Grand Cru,285,Pinot Noir,0.0,0.0,[' Piedmont'], Italy,2015
20128,Chateau Clos L'Eglise ,399,Bordeaux Red Blends,0.0,0.0,[' Napa Valley'], California,2005
20129,Gaja Barbaresco,249,Nebbiolo,0.0,0.0,[' Burgundy'], France,2017
20130,Hess The Lion Cabernet Sauvignon,189,Cabernet Sauvignon,0.0,0.0,[' Napa Valley'], California,2013
20131,Inglenook Cabernet Sauvignon ,189,Cabernet Sauvignon,0.0,0.0,['Burgundy'], France,2012
20132,Louis Jadot Batard-Montrachet Grand Cru,460,Chardonnay,5.0,26.0,['Champagne'], France,2017
20134,Jerome Chezeaux Clos Vougeot Grand Cru,119,Pinot Noir,0.0,0.0,[' South Australia'], Australia,2010
20135,Billecart-Salmon Le Clos Saint-Hilaire,499,Vintage Sparkling Wine,0.0,0.0,['Napa Valley'], California,2003
20137,Henschke Julius Eden Valley Riesling,44,Riesling,0.0,0.0,[' Sonoma County'], California,2017
20138,Seven Stones Cabernet Sauvignon,157,Cabernet Sauvignon,0.0,0.0,[' Rhone'], France,2012
20139,Tensley Syrah BMT ,129,Syrah/Shiraz,0.0,0.0,['Umbria'], Italy,2012
20140,Martinelli Zio Tony Ranch Chardonnay,69,Chardonnay,0.0,0.0,[' Burgundy'], France,2008
20141,Domaine Olivier Hillaire Chateauneuf-du-Pape les Petits Pieds d'Armand,77,Rhone Red Blends,0.0,0.0,[' Bordeaux'], France,2005
20143,Emmanuel Rouget Vosne-Romanee Cros-Parantoux Premier Cru,2299,Pinot Noir,0.0,0.0,[' Napa Valley'], California,2002
20144,Chateau Lafite Rothschild ,4999,Bordeaux Red Blends,0.0,0.0,['Napa Valley'], California,2003
20145,Kilikanoon M Reserve Shiraz,69,Syrah/Shiraz,0.0,0.0,[' Piedmont'], Italy,2003
20146,Carte Blanche Cabernet Sauvignon,148,Cabernet Sauvignon,0.0,0.0,['Champagne'], France,2016
20147,Brand Cabernet Sauvignon,199,Cabernet Sauvignon,0.0,0.0,[' Bordeaux'], France,2014
20148,Gaja Costa Russi ,1399,Nebbiolo,0.0,0.0,[' Burgundy'], France,2017
20149,Louis Roederer Cristal Brut,162,Vintage Sparkling Wine,0.0,0.0,[' Piedmont'], Italy,1995
20150,Chateau La Tour Blanche Sauternes ,64,Other Dessert,0.0,0.0,[' Sonoma County'], California,2001
20152,Paolo Scavino Barolo Carobric,105,Nebbiolo,0.0,0.0,['Piedmont'], Italy,2004
20154,Quinta do Vesuvio Vintage Port Capela,119,Port,0.0,0.0,['Piedmont'], Italy,2007
20155,Gaja Costa Russi,350,Nebbiolo,0.0,0.0,['Rioja'], Spain,2001
20157,Gaja Sori Tildin,323,Nebbiolo,0.0,0.0,['Napa Valley'], California,1998
20158,Artadi Grandes Anadas,134,Tempranillo,0.0,0.0,[' Rhone'], France,1998
20161,Clos du Caillou Chateauneuf-du-Pape Reserve,219,Rhone Red Blends,0.0,0.0,['Champagne'], France,2005
20162,Petaluma Tiers Chardonnay,121,Chardonnay,0.0,0.0,[' Bordeaux'], France,1998
20163,Penfolds Yattarna Chardonnay,69,Chardonnay,0.0,0.0,['Tuscany'], Italy,2005
20164,Louis Roederer Cristal Rose,321,Rosé Sparkling Wine,0.0,0.0,[' Burgundy'], France,1995
20165,Chateau La Mission Haut-Brion,300,Bordeaux Red Blends,0.0,0.0,[' Burgundy'], France,1986
20166,Tenuta di Trinoro Rosso di Toscana,195,Other Red Blends,0.0,0.0,[' Bordeaux'], France,2001
20167,Domaine Arnoux-Lachaux Romanee-Saint-Vivant Grand Cru,649,Pinot Noir,0.0,0.0,['Wachau'], Austria,2014
20168,Chateau de Meursault Meursault Perrieres Premier Cru,199,Chardonnay,0.0,0.0,[' Piedmont'], Italy,2016
20170,Prager Wachstum Bodenstein Smaragd Gruner Veltliner,67,Gruner Veltliner,0.0,0.0,['Napa Valley'], California,2018
20171,Renato Ratti Rocche dell'Annunziata Barolo,100,Nebbiolo,0.0,0.0,[' Bordeaux'], France,2013
20172,Alta Vista Alto,67,Malbec,0.0,0.0,[' Piedmont'], Italy,2005
20173,Scarecrow Cabernet Sauvignon ,2499,Cabernet Sauvignon,0.0,0.0,[' Tuscany'], Italy,2003
20174,Chateau La Mondotte ,229,Bordeaux Red Blends,0.0,0.0,[' Piedmont'], Italy,2018
20175,La Spinetta Barolo Garretti,69,Nebbiolo,0.0,0.0,['Central Coast'], California,2013
20176,Col d'Orcia Poggio al Vento Brunello di Montalcino Riserva,159,Sangiovese,0.0,0.0,[' Piedmont'], Italy,2010
