,product_name,price,varietal,origin,rating,rating_count
11943,Domaine Pierre Usseglio et Fils Chateauneuf-du-Pape Reserve des Deux Freres 2005,199,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11944,Bouchard Pere & Fils Le Corton Grand Cru 2014,139,Pinot Noir,"Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
11945,Ornellaia (1.5 Liter Magnum) 2016,569,Bordeaux Red Blends,"Tuscany, Italy",0.0,0
11946,Sparkman Holler Cabernet Sauvignon 2013,31,Cabernet Sauvignon,"Columbia Valley, Washington",0.0,0
11947,Purple Hands Shea Vineyard Pinot Noir 2017,55,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon",4.3,16
11948,Chateau Saint Roch Roubials Rouge 2016,40,Rhone Red Blends,"Languedoc, South of France, France",4.0,166
11949,Leeuwin Estate Art Series Cabernet Sauvignon 2014,64,Cabernet Sauvignon,"Margaret River, Western Australia, Australia",4.2,8
11950,Felsina Chianti Classico Riserva Rancia (375ML half-bottle) 2013,26,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",3.6,11
11951,Hall Napa Valley Cabernet Sauvignon (375ML half-bottle) 2016,34,Cabernet Sauvignon,"Napa Valley, California",0.0,0
11952,St. Michael-Eppan Schulthauser Pinot Bianco 2018,23,Pinot Blanc,"Alto Adige, Trentino-Alto Adige, Italy",4.0,20
11953,Courbis Cornas La Sabarotte 2016,94,Syrah/Shiraz,"Cornas, Rhone, France",0.0,0
11954,Dona Paula Parcel Alluvia Malbec 2013,99,Malbec,"Mendoza, Argentina",0.0,0
11955,Nicolas Feuillatte Cuvee Speciale Brut Premier 1995,62,Vintage Sparkling Wine,"Champagne, France",0.0,0
11956,Brovia Garblet Sue Barolo 2013,84,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11957,Rocca Sveva Valpolicella Ripasso Superiore 2013,27,Other Red Blends,"Valpolicella, Veneto, Italy",4.1,45
11958,Gaja Pieve Santa Restituta Brunello di Montalcino (375ML half-bottle) 2012,37,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
11959,Maximin Grunhauser Abtsberg Riesling Kabinett 2017,42,Riesling,"Mosel, Germany",0.0,0
11960,Rotie Cellars Northern Red Blend 2017,47,Rhone Red Blends,"Walla Walla Valley, Columbia Valley, Washington",0.0,0
11961,Mollydooker The Boxer Shiraz 2006,27,Syrah/Shiraz,"South Australia, Australia",0.0,0
11962,EnRoute Winery Brumaire Chardonnay 2015,41,Chardonnay,"Russian River, Sonoma County, California",4.1,23
11963,Dona Paula Black Edition Red Blend 2012,17,Bordeaux Red Blends,Argentina,3.7,60
11964,Moet & Chandon Brut Vintage 1999,64,Vintage Sparkling Wine,"Champagne, France",0.0,0
11965,Domaine Huet Vouvray Le Mont Moelleux 2009,52,Chenin Blanc,"Vouvray, Touraine, Loire, France",0.0,0
11966,Chateau Lynch-Bages (1.5 Liter Futures Pre-Sale) 2018,267,Bordeaux Red Blends,"Pauillac, Bordeaux, France",0.0,0
11967,Vie di Romans Piere Sauvignon Blanc 2018,31,Sauvignon Blanc,"Friuli-Venezia Giulia, Italy",0.0,0
11968,Les Asteries 2010,89,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
11969,Santa Rita Casa Real Cabernet Sauvignon 2001,53,Cabernet Sauvignon,Chile,0.0,0
11970,Owen Roe Chapel Block Red Willow Vineyard Syrah 2011,57,Syrah/Shiraz,"Yakima Valley, Columbia Valley, Washington",0.0,0
11971,Nals Margreid Sirmian Pinot Bianco 2016,32,Pinot Blanc,"Trentino-Alto Adige, Italy",0.0,0
11972,J.J. Prum Wehlener Sonnenuhr Spatlese Riesling 2017,44,Riesling,"Mosel, Germany",0.0,0
11973,Bodegas Campillo Gran Reserva 2009,49,Tempranillo,"Rioja, Spain",0.0,0
11974,Leeuwin Estate Art Series Riesling 2006,19,Riesling,"Margaret River, Western Australia, Australia",0.0,0
11975,Bedrock Wine Company Evangelho Heritage Red 2016,42,Other Red Blends,"San Francisco Bay, Central Coast, California",4.1,7
11976,d'Arenberg The Dead Arm Shiraz (375ML half-bottle) 2003,34,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
11977,Flowers Sonoma Coast Chardonnay 2005,49,Chardonnay,"Sonoma Coast, Sonoma County, California",0.0,0
11978,Philippe Foreau Vouvray Moelleux Clos Naudin 2009,72,Chenin Blanc,"Vouvray, Touraine, Loire, France",0.0,0
11979,Avignonesi Desiderio 2004,49,Bordeaux Red Blends,"Tuscany, Italy",0.0,0
11980,Domaine Matrot Meursault 2018,69,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
11981,Boscarelli Vino Nobile di Montepulciano 2016,45,Sangiovese,"Tuscany, Italy",4.0,10
11982,Chateau de Beaucastel Chateauneuf-du-Pape (375ML half-bottle) 2018,47,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
11983,Fontodi Flaccianello della Pieve (1.5 Liter Magnum) 2008,224,Sangiovese,"Tuscany, Italy",0.0,0
11984,Fritz Haag Brauneberger Juffer Spatlese Riesling 2016,32,Riesling,"Mosel, Germany",4.4,7
11985,Wayfarer Chardonnay 2015,84,Chardonnay,"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",4.4,5
11986,Dutton-Goldfield Devil's Gulch Vineyard Pinot Noir 2016,79,Pinot Noir,"Marin County, North Coast, California",0.0,0
11987,Jaboulet Hermitage La Maison Bleue 2017,69,Syrah/Shiraz,"Hermitage, Rhone, France",4.2,10
11988,Lapostolle Cuvee Alexandre Carmenere 2014,25,Carmenere,"Colchagua Valley, Rapel Valley, Chile",3.7,5
11989,Domaine Jean Foillard Morgon Cote du Py 2017,48,Gamay,"Beaujolais, Burgundy, France",0.0,0
11990,Penalba Lopez Finca Torremilanos Cyclo 2005,39,Tempranillo,"Ribera del Duero, Spain",0.0,0
11991,Calera Selleck Pinot Noir 2013,99,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
11992,d'Arenberg The Dead Arm Shiraz (375ML half-bottle) 2006,35,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",0.0,0
11993,Rocche dei Manzoni Barolo Rocche 2007,69,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
11994,Borgo del Tiglio Collio Friulano 2015,48,Friulano,"Friuli-Venezia Giulia, Italy",0.0,0
11995,Mendel Unus 2015,49,Bordeaux Red Blends,"Mendoza, Argentina",0.0,0
11996,Domaine Latour-Giraud Meursault Les Narvaux (375ML half-bottle) 2017,49,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
11997,Alvaro Palacios Finca Dofi (375ML half-bottle) 2017,49,Other Red Blends,"Priorat, Spain",0.0,0
11998,Ornellaia (3 Liter Bottle) 2011,"1,099",Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",0.0,0
11999,Clos i Terrasses Clos Erasmus 2015,249,Other Red Blends,"Priorat, Spain",0.0,0
12000,Chateau Carbonnieux 2016,47,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",3.7,9
12001,Bellavista Franciacorta Teatro Alla Scala Brut 2013,49,Vintage Sparkling Wine,Italy,4.3,13
12002,Joseph Phelps Freestone Vineyards Sonoma Coast Pinot Noir 2015,60,Pinot Noir,"Sonoma Coast, Sonoma County, California",4.3,12
12003,Donna Olimpia 1898 Bolgheri Rosso 2008,39,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",0.0,0
12004,Chateau Leoube Rose de Leoube 2017,30,Rosé,"Cotes de Provence, Provence, South of France, France",3.9,14
12005,Ferrer Bobet 2008,50,Other Red Blends,"Priorat, Spain",0.0,0
12006,Ferrari-Carano Tresor 2013,53,Bordeaux Red Blends,"Sonoma County, California",4.5,24
12007,Barone Ricasoli Colledila Chianti Classico Gran Selezione 2015,79,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",4.7,9
12008,Francis Ford Coppola Eleanor 2009,49,Other Red Blends,"North Coast, California",0.0,0
12009,Chateau Pavie Decesse 2017,149,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
12010,Bruno Paillard Nec Plus Ultra Brut 2002,249,Vintage Sparkling Wine,"Champagne, France",0.0,0
12011,Bosquet des Papes Chateauneuf-du-Pape Cuvee Chante Le Merle 2005,69,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
12012,Domaine de la Romanee-Conti Romanee St. Vivant Grand Cru 2008,"1,099",Pinot Noir,"Burgundy, France",0.0,0
12013,Chateau Malartic-Lagraviere La Reserve de Malartic Blanc 2015,28,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
12014,Bastianich Plus 2012,64,Friulano,"Friuli-Venezia Giulia, Italy",0.0,0
12015,Chateau La Conseillante 2005,274,Bordeaux Red Blends,"Pomerol, Bordeaux, France",0.0,0
12016,Chateau Beau-Sejour Becot 2016,89,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",0.0,0
12017,Groth Reserve Cabernet Sauvignon 2014,150,Cabernet Sauvignon,"Oakville, Napa Valley, California",4.3,20
12018,Melville Sta. Rita Hills Estate Pinot Noir 2016,36,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",3.8,47
12019,Simi Landslide Vineyard Cabernet Sauvignon 2014,45,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",4.1,23
12020,Castello di Bossi Chianti Classico Riserva Berardo 2009,28,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",3.7,22
12021,Brittan Basalt Block Pinot Noir 2015,53,Pinot Noir,"McMinnville, Willamette Valley, Oregon",4.7,15
12022,Calera de Villiers Vineyard Pinot Noir (375ML half-bottle) 2010,28,Pinot Noir,"Mt. Harlan, Central Coast, California",0.0,0
12023,Donnafugata Ben Rye (375ML half-bottle) 2016,42,Other Dessert,"Sicily, Italy",4.8,6
12024,K Vintners Cattle King Syrah 2015,69,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",3.9,12
12025,Gagliole Colli della Toscana Centrale 2014,48,Sangiovese,"Tuscany, Italy",0.0,0
12026,DuMOL Jentoft Vineyard Ryan Pinot Noir 2017,99,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
12027,Patria Oakville Ranch Cabernet Sauvignon 2016,99,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
12028,J.J. Prum Bernkasteler Badstube Auslese Riesling 2017,45,Riesling,"Mosel, Germany",0.0,0
12029,Kumeu River Hunting Hill Chardonnay 2015,52,Chardonnay,New Zealand,0.0,0
12030,Dominus Estate (6 Liter Bottle) 2007,"1,499",Bordeaux Red Blends,"Napa Valley, California",0.0,0
12031,Sea Smoke Cellars Southing Pinot Noir (1.5 Liter Magnum) 2017,169,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
12032,Dog Point Vineyard Pinot Noir 2015,38,Pinot Noir,"Marlborough, New Zealand",4.1,14
12033,Abreu Vineyards Madrona Ranch 2004,299,Bordeaux Red Blends,"Napa Valley, California",0.0,0
12034,Mazzei Fonterutoli Chianti Classico 2000,25,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",0.0,0
12035,Matanzas Creek Syrah 2001,28,Syrah/Shiraz,"Sonoma County, California",4.2,5
12036,Pegasus Bay Chardonnay 1998,31,Chardonnay,New Zealand,0.0,0
12037,Chateau Carbonnieux Blanc 2015,39,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France",0.0,0
12038,Justin Isosceles (375ML half-bottle) 2009,34,Bordeaux Red Blends,"Central Coast, California",0.0,0
12039,La Crema Shell Ridge Pinot Noir 2015,60,Pinot Noir,"Sonoma Coast, Sonoma County, California",0.0,0
12040,Stonestreet Gold Run Chardonnay 2008,49,Chardonnay,"Sonoma County, California",0.0,0
12041,Louis Martini Monte Rosso Cabernet Sauvignon 2013,89,Cabernet Sauvignon,"Moon Mountain District, Sonoma Valley, Sonoma County, California",4.7,24
12042,Charlene & Laurent Pinson Chablis Montee de Tonnerre Premier Cru 2018,44,Chardonnay,"Chablis, Burgundy, France",0.0,0
12043,Michele Chiarlo Reyna Barbaresco 2016,49,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
12044,Bennett Lane Maximus Red Blend 2007,34,Other Red Blends,"Napa Valley, California",0.0,0
12045,Ridge Estate Cabernet Sauvignon (375ML Half-bottle) 2016,36,Cabernet Sauvignon,"Santa Cruz Mountains, California",4.1,11
12046,Paolo Conterno Barolo Ginestra 2010,79,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
12047,Joyce Vineyards Tondre Grapefield Syrah 2018,32,Syrah/Shiraz,"Santa Lucia Highlands, Monterey, Central Coast, California",0.0,0
12048,Montes Folly Syrah 2011,90,Syrah/Shiraz,"Colchagua Valley, Rapel Valley, Chile",4.8,6
12049,Spottswoode Lyndenhurst Cabernet Sauvignon 2014,89,Cabernet Sauvignon,"Napa Valley, California",4.5,11
12050,DuMOL Estate Pinot Noir 2015,117,Pinot Noir,"Russian River, Sonoma County, California",0.0,0
12051,Le Potazzine Gorelli Brunello di Montalcino 2010,95,Sangiovese,"Montalcino, Tuscany, Italy",0.0,0
12052,Epoch Estate Red Blend 2015,69,Other Red Blends,"Paso Robles, Central Coast, California",0.0,0
12053,Cristom Eileen Vineyard Pinot Noir (375ML half-bottle) 2017,36,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
12054,Macanita Tinto 2017,28,Other Red Blends,"Douro, Portugal",4.8,8
12055,Mendel Cabernet Sauvignon 2018,24,Cabernet Sauvignon,"Mendoza, Argentina",0.0,0
12056,Silver Oak Alexander Valley Cabernet Sauvignon (3 Liter Bottle) 2013,379,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",4.4,6
12057,Duckhorn Napa Valley Cabernet Sauvignon 2007,62,Cabernet Sauvignon,"Napa Valley, California",0.0,0
12058,Gaja Sori Tildin (1.5 Liter Magnum) 2014,"1,219",Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
12059,Bedrock Wine Company The Bedrock Heritage 2017,53,Other Red Blends,"Sonoma Valley, Sonoma County, California",4.4,11
12060,Substance Vineyard Collection Northridge Merlot 2016,43,Merlot,"Wahluke Slope, Columbia Valley, Washington",4.0,18
12061,Altamura Cabernet Sauvignon 2008,109,Cabernet Sauvignon,"Napa Valley, California",0.0,0
12062,Kracher Muskat Ottonel TBA Nummer 4 (375ML half-bottle) 1999,89,Other Dessert,"Burgenland, Austria",0.0,0
12063,Ridge Estate Cabernet Sauvignon (375ML Half-bottle) 2015,34,Cabernet Sauvignon,"Santa Cruz Mountains, California",0.0,0
12064,Chateau Saint Roch Cotes du Roussillon Kerbuccio Maury Sec 2017,24,Rhone Red Blends,"Maury, Roussillon, South of France, France",3.7,13
12065,Vina Cobos Bramare Los Arbolitos Chardonnay 2018,50,Chardonnay,"Mendoza, Argentina",0.0,0
12066,Januik Winery Columbia Valley Cabernet Sauvignon 2008,28,Cabernet Sauvignon,"Columbia Valley, Washington",0.0,0
12067,Saintsbury Stanly Ranch Carneros Pinot Noir 2015,62,Pinot Noir,"Carneros, California",0.0,0
12068,Seville Estate Chardonnay 2013,37,Chardonnay,"Yarra Valley, Victoria, Australia",0.0,0
12069,Pascual Toso Finca Pedregal 2014,74,Bordeaux Red Blends,"Mendoza, Argentina",0.0,0
12070,Arnaud Mortet Gevrey-Chambertin Cuvee de Tres Vieilles Vignes 2018,124,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
12071,Donnhoff Hollenpfad im Muhlenberg Riesling Grosses Gewachs (375ML half-bottle) 2019,47,Riesling,"Nahe, Germany",0.0,0
12072,Louis Roederer Brut Rose 2011,79,Rosé Sparkling Wine,"Champagne, France",4.5,8
12073,Savage Grace Wines Boushey Vineyard Cot 2016,33,Malbec,"Yakima Valley, Columbia Valley, Washington",0.0,0
12074,Castello di Albola Chianti Classico 2015,19,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",3.8,151
12075,Avennia Sestina 2015,69,Bordeaux Red Blends,"Columbia Valley, Washington",0.0,0
12076,Kracher Cuvee Beerenauslese (375ML half-bottle) 2015,39,Other Dessert,"Burgenland, Austria",0.0,0
12077,Aldo Conterno Colonnello Barolo 2013,149,Nebbiolo,"Barolo, Piedmont, Italy",0.0,0
12078,Kapcsandy Family Winery State Lane Cabernet Sauvignon Grand Vin (1.5 Liter Magnum) 2007,849,Cabernet Sauvignon,"Napa Valley, California",0.0,0
12079,BenMarco Expresivo 2018,29,Other Red Blends,Argentina,0.0,0
12080,Stag's Leap Wine Cellars Artemis Cabernet Sauvignon 2007,55,Cabernet Sauvignon,"Napa Valley, California",4.0,39
12081,Kaesler The Bogan Shiraz 2016,49,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
12082,Castellare Chianti Classico Riserva Il Poggiale 2009,33,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",0.0,0
12083,Adriano Marco e Vittorio Sanadaive Barbaresco 2013,30,Nebbiolo,"Barbaresco, Piedmont, Italy",0.0,0
12084,Massican Annia White Wine 2017,33,Other White Blends,"Napa Valley, California",0.0,0
12085,Sanford La Rinconada Chardonnay 2017,56,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
12086,Iron Horse Blanc de Blancs 2002,43,Vintage Sparkling Wine,"Sonoma County, California",0.0,0
12087,Domaine Huet Vouvray Le Mont Sec 2016,43,Chenin Blanc,"Vouvray, Touraine, Loire, France",0.0,0
12088,Archery Summit Arcus Pinot Noir 2003,99,Pinot Noir,"Willamette Valley, Oregon",0.0,0
12089,Dog Point Vineyard Pinot Noir 2011,41,Pinot Noir,"Marlborough, New Zealand",0.0,0
12090,Calendal Cotes du Rhone Villages Plan de Dieu 2010,31,Rhone Red Blends,"Cotes du Rhone, Rhone, France",0.0,0
12091,PlumpJack Reserve Cabernet Sauvignon - Stelvin Closure 2016,499,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
12092,Cristom Louise Vineyard Pinot Noir 2016,59,Pinot Noir,"Eola-Amity Hills, Willamette Valley, Oregon",4.3,5
12093,Hartford Court Jennifer's Chardonnay 2017,69,Chardonnay,"Russian River, Sonoma County, California",0.0,0
12094,Marc Colin Chassagne-Montrachet Les Caillerets Premier Cru 2016,119,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
12095,Clos des Papes Chateauneuf-du-Pape 2017,149,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",0.0,0
12096,Benovia La Pommeraie Chardonnay 2015,49,Chardonnay,"Russian River, Sonoma County, California",0.0,0
12097,Albert Bichot Chablis Les Blanchots Domaine Long-Depaquit Grand Cru 2017,85,Chardonnay,"Chablis, Burgundy, France",0.0,0
12098,Big Basin Dune and Mountain Pinot Noir 2018,37,Pinot Noir,"Monterey, Central Coast, California",0.0,0
12099,Sandhi Bentrock Chardonnay 2017,47,Chardonnay,"Sta. Rita Hills, Santa Barbara, Central Coast, California",0.0,0
12100,Brundlmayer Gruner Veltliner Ried Lamm 2018,93,Gruner Veltliner,"Kamptal, Austria",0.0,0
12101,Roserock by Drouhin Oregon Eola-Amity Hills Chardonnay 2015,35,Chardonnay,"Eola-Amity Hills, Willamette Valley, Oregon",0.0,0
12102,Giant Steps Sexton Vineyard Chardonnay 2010,33,Chardonnay,"Yarra Valley, Victoria, Australia",0.0,0
12103,Joseph Drouhin Grands-Echezeaux Grand Cru 2015,599,Pinot Noir,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",0.0,0
12104,Peay Vineyards Pomarium Estate Pinot Noir (375Ml half-bottle) 2017,32,Pinot Noir,"Sonoma Coast, Sonoma County, California",0.0,0
12105,Bacio Divino Janzen Beckstoffer Missouri Hopper Vineyard 2014,134,Cabernet Sauvignon,"Oakville, Napa Valley, California",0.0,0
12106,Chateau Climens 2011,129,Other Dessert,"Barsac, Bordeaux, France",0.0,0
12107,Liquid Farm La Hermana Chardonnay 2018,43,Chardonnay,"Santa Maria Valley, Central Coast, California",0.0,0
12108,Spring Mountain Vineyard Estate Cabernet Sauvignon 2015,89,Cabernet Sauvignon,"Spring Mountain District, Napa Valley, California",4.2,13
12109,Tenuta Sette Ponti Crognolo 2016,37,Tuscan Blends,"Tuscany, Italy",4.2,70
12110,Paolo Scavino Barolo 2016,48,Nebbiolo,"Barolo, Piedmont, Italy",4.0,12
12111,Wirra Wirra Absconder Grenache 2017,70,Other Red Blends,"Adelaide, South Australia, Australia",0.0,0
12112,Chateau LaTour-Martillac Blanc 2016,44,Bordeaux White Blends,"Pessac-Leognan, Bordeaux, France",4.4,8
12113,Argyle Extended Tirage Brut 1997,43,Vintage Sparkling Wine,"Willamette Valley, Oregon",0.0,0
12114,Chateau Ste. Michelle Red Mountain Cabernet Sauvignon 2016,47,Cabernet Sauvignon,"Red Mountain, Yakima Valley, Columbia Valley, Washington",4.2,26
12115,Olivier Leflaive Chassagne-Montrachet Premier Cru Abbaye de Morgeot 2016,119,Chardonnay,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",0.0,0
12116,Chateau Poujeaux 2015,43,Bordeaux Red Blends,"Moulis, Bordeaux, France",0.0,0
12117,Jonata Fenix 2012,89,Bordeaux Red Blends,"Ballard Canyon, Santa Barbara, Central Coast, California",0.0,0
12118,Torbreck Woodcutters Shiraz 2016,23,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",4.1,60
12119,Tenuta delle Terre Nere Etna Rosso Feudo di Mezzo 2016,54,Other Red Blends,"Sicily, Italy",0.0,0
12120,Jim Barry The Armagh Shiraz 2009,249,Syrah/Shiraz,"Clare Valley, South Australia, Australia",0.0,0
12121,Chateau Fleur Cardinale 2014,46,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",4.3,6
12122,K Vintners Royal City Syrah 2015,150,Syrah/Shiraz,"Columbia Valley, Washington",0.0,0
12123,Kilikanoon Testament Shiraz 2004,51,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",0.0,0
12124,Tenuta di Trinoro Le Cupole 2016,31,Bordeaux Red Blends,"Tuscany, Italy",0.0,0
12125,Chateau Siran (375ML half-bottle) 2015,22,Bordeaux Red Blends,"Margaux, Bordeaux, France",3.9,11
12126,Piaggia Poggio de Colli 2016,49,Cabernet Franc,"Tuscany, Italy",0.0,0
12127,Nikolaihof vom Stein Federspiel Riesling 2016,42,Riesling,"Wachau, Austria",0.0,0
12128,Maximin Grunhauser Herrenberg Riesling Kabinett 2017,34,Riesling,"Mosel, Germany",4.2,14
12129,Spottswoode Lyndenhurst Cabernet Sauvignon 2013,84,Cabernet Sauvignon,"Napa Valley, California",4.1,11
12130,Paolo Scavino Barolo Bricco Ambrogio 2015,64,Nebbiolo,"Barolo, Piedmont, Italy",4.4,7
12131,Croft Vintage Port (375ML half-bottle) 2003,43,Port,Portugal,0.0,0
12132,Gary Farrell Russian River Selection Chardonnay 2015,35,Chardonnay,"Russian River, Sonoma County, California",4.2,26
12133,Bond Vecina 2013,559,Bordeaux Red Blends,"Oakville, Napa Valley, California",0.0,0
12134,Andremily Mourvedre 2017,124,Mourvedre,"Santa Barbara, Central Coast, California",0.0,0
12135,Law Estate Wines Beguiling 2016,89,Rhone Red Blends,"Paso Robles, Central Coast, California",0.0,0
12136,Grgich Hills Estate Chardonnay (375ML half-bottle) 2015,24,Chardonnay,"Napa Valley, California",0.0,0
